accx,accy,accz,gyrx,gyry,gyrz
-4.831499,-6.5337763,3.4691982,-1.1276573,-0.40439278,-1.4721853
-4.6782703,-6.5744777,3.4165258,-0.41172317,-0.15882497,-1.473407
-4.5753193,-6.622362,3.466804,0.0720821,-0.061086524,-1.5430456
-4.5202527,-6.6103907,3.5913026,0.11362094,-0.080634214,-1.690875
-4.6471453,-6.8785415,3.5817258,-0.312763,-0.15882497,-1.8619173
-4.546589,-6.8426285,3.6774938,-0.7696902,-0.27488935,-2.0182989
-4.5777135,-6.564901,3.739743,-1.0800097,-0.25167647,-2.0244074
-4.5801077,-6.9767036,3.4859576,-1.4465289,-0.07574729,-1.9193386
-4.7141833,-7.2592196,3.6176388,-2.0842721,0.009773844,-1.9657644
-4.903325,-7.1730285,3.9312792,-3.137404,-0.05131268,-2.2088888
-5.183447,-6.9360023,4.1539397,-3.8069122,0.008552114,-2.2101104
-5.461174,-6.727707,3.8881836,-3.8423424,0.10262536,-2.058616
-5.6646814,-6.7708025,3.6727054,-2.8918362,0.3555236,-1.8973475
-5.7628436,-7.0581064,3.3494883,-1.8716911,0.6084218,-1.5894713
-6.0357823,-7.762002,3.052607,-1.5845845,0.7110472,-1.3720033
-6.5122285,-8.070854,3.3183637,-1.7690657,0.6939429,-1.428203
-7.2664022,-7.644686,3.8498764,-2.098933,0.61575216,-1.5479325
-8.099585,-7.015011,3.98874,-2.1050417,0.59131753,-1.5222762
-8.688558,-6.979098,3.7684734,-2.1991148,0.50335294,-1.5735888
-8.930372,-7.326257,3.5889084,-2.1001546,0.48991394,-1.6114625
-8.930372,-7.326257,3.5889084,-1.9816469,0.49235737,-1.6444492
-9.239224,-7.4627266,3.3423057,-1.5809193,0.62796944,-1.4770721
-9.363723,-7.905654,3.0573955,-1.1948525,0.8332202,-1.1972959
-9.583989,-7.5920134,2.801216,-1.391551,0.7171558,-1.1239921
-9.880871,-7.3406224,2.966416,-2.1355848,0.44715336,-1.2938126
-10.244789,-6.9599442,3.0909145,-2.9309313,0.19914207,-1.4379768
-10.424355,-6.945579,3.1244333,-2.8002062,0.3652974,-1.3768903
-10.405201,-6.7372837,2.657564,-2.515543,0.28955013,-1.3451253
-10.292673,-7.079654,2.5953147,-1.7873917,0.073303826,-1.2156218
-10.043676,-6.646304,2.5594015,-0.62796944,0.21135938,-0.906524
-9.809045,-6.4547677,2.0446482,0.63041294,0.25900686,-0.5558874
-9.739613,-6.4188547,1.6783354,1.2351695,0.31031954,0.1001819
-9.540894,-6.337452,1.4796166,0.06719518,0.21502456,0.4373795
-9.449914,-6.1123967,1.6424223,-3.150843,-0.25167647,-0.7086037
-9.583989,-6.2823853,1.7956513,-4.664567,-0.7452556,-0.93218035
-9.859323,-6.4739213,1.9560628,-2.1600194,-0.55955255,-0.43249258
-10.223241,-6.160281,1.9560628,0.83199847,0.10873401,-0.16493362
-10.893618,-5.9639564,2.3630772,1.4697418,0.12095132,-0.18570304
-11.235989,-6.5720835,1.9560628,-0.30543262,-0.4251622,-0.4129449
-11.585542,-7.1586633,1.6783354,-1.5234979,-0.8197812,-0.63163465
-11.57836,-7.381324,1.7597382,-1.0262536,-0.7623598,-0.5681047
-11.429919,-6.823475,1.7669208,-0.41783184,-0.6658431,-0.56077427
-11.382035,-6.7708025,1.9680338,-0.43371433,-0.75625116,-0.56688297
-11.269507,-7.192182,1.7477672,-0.3359759,-0.8405506,-0.5314528
-11.042058,-7.2209125,1.7741034,-0.17959438,-0.84421575,-0.49235737
-10.936713,-6.564901,1.8483237,-0.20891592,-0.84421575,-0.44348818
-10.970232,-5.506664,2.3894134,-0.28588495,-0.8576548,-0.40439278
-11.03727,-4.819528,3.0478187,-0.2003638,-0.8735373,-0.3323107
-10.802638,-4.6495395,3.0550013,-0.0720821,-0.8784242,-0.23945917
-10.465055,-4.7764325,2.7940333,0.07696902,-0.9101892,-0.14049901
-10.295067,-4.891354,2.087744,0.26267207,-0.9285152,-0.05009095
-10.077195,-5.5018754,0.9959879,0.28955013,-0.91751957,0.029321533
-9.835381,-6.1387334,0.16759412,0.24923302,-0.906524,0.06963864
